series_code	seasonal	index	series_name	footnote_codes	begin_year	begin_period	end_year	end_period
EIUCOASEANTOT                 	U	CO	ASEAN-All Industries	8         	2003	M12	2017	M09
EIUCOASEANZ31                 	U	CO	ASEAN-Manufacturing, part 1	          	2012	M06	2017	M09
EIUCOASEANZ311                	U	CO	ASEAN-Food manufacturing	          	2012	M06	2017	M09
EIUCOASEANZ315                	U	CO	ASEAN-Apparel manufacturing	          	2012	M06	2017	M09
EIUCOASEANZ33                 	U	CO	ASEAN-Manufacturing, part 3	          	2012	M06	2017	M09
EIUCOASEANZ334                	U	CO	ASEAN-Computer and electronic product manufacturing	          	2012	M06	2017	M09
EIUCOASEANZ337                	U	CO	ASEAN-Furniture and related product manufacturing	          	2012	M06	2017	M09
EIUCOASEANZ339                	U	CO	ASEAN-Miscellaneous manufacturing	          	2012	M06	2017	M09
EIUCOASNRETOT                 	U	CO	Asia Near East-All Industries	9         	2003	M12	2017	M09
EIUCOCANMANU                  	U	CO	Canada-Manufacturing	          	1990	M12	2017	M09
EIUCOCANNONM                  	U	CO	Canada-Nonmanufacturing	          	1990	M12	2017	M09
EIUCOCANTOT                   	U	CO	Canada-All Industries	          	1990	M12	2017	M09
EIUCOCANZ21                   	U	CO	Canada-Mining	          	2012	M06	2017	M09
EIUCOCANZ31                   	U	CO	Canada-Manufacturing, part 1	          	2012	M06	2017	M09
EIUCOCANZ311                  	U	CO	Canada-Food manufacturing	          	2012	M06	2017	M09
EIUCOCANZ32                   	U	CO	Canada-Manufacturing, part 2	          	2012	M06	2017	M09
EIUCOCANZ321                  	U	CO	Canada-Wood product manufacturing	          	2012	M06	2017	M09
EIUCOCANZ3211                 	U	CO	Canada-Sawmills and wood preservation	          	2012	M06	2017	M09
EIUCOCANZ322                  	U	CO	Canada-Paper manufacturing	          	2012	M06	2017	M09
EIUCOCANZ3221                 	U	CO	Canada-Pulp, paper, and paperboard mills	          	2012	M06	2017	M09
EIUCOCANZ325                  	U	CO	Canada-Chemical manufacturing	          	2012	M06	2017	M09
EIUCOCANZ33                   	U	CO	Canada-Manufacturing, part 3	          	2012	M06	2017	M09
EIUCOCANZ333                  	U	CO	Canada-Machinery manufacturing	          	2012	M06	2017	M09
EIUCOCANZ334                  	U	CO	Canada-Computer and electronic product manufacturing	          	2012	M06	2017	M09
EIUCOCHNTOT                   	U	CO	China-All Industries	          	2003	M12	2017	M09
EIUCOCHNZ31                   	U	CO	China-Manufacturing, part 1	          	2012	M06	2017	M09
EIUCOCHNZ314                  	U	CO	China-Textile product mills	          	2012	M06	2017	M09
EIUCOCHNZ3141                 	U	CO	China-Textile furnishings mills	          	2012	M06	2017	M09
EIUCOCHNZ315                  	U	CO	China-Apparel manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3152                 	U	CO	China-Cut and sew apparel manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ316                  	U	CO	China-Leather and allied product manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3162                 	U	CO	China-Footwear manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ32                   	U	CO	China-Manufacturing, part 2	          	2012	M06	2017	M09
EIUCOCHNZ325                  	U	CO	China-Chemical manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ326                  	U	CO	China-Plastics and rubber products manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3261                 	U	CO	China-Plastics product manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ327                  	U	CO	China-Nonmetallic mineral product manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ33                   	U	CO	China-Manufacturing, part 3	          	2012	M06	2017	M09
EIUCOCHNZ332                  	U	CO	China-Fabricated metal product manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3322                 	U	CO	China-Cutlery and handtool manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ333                  	U	CO	China-Machinery manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ334                  	U	CO	China-Computer and electronic product manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3342                 	U	CO	China-Communications equipment manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3343                 	U	CO	China-Audio and video equipment manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3344                 	U	CO	China-Semiconductor and other electronic component manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3345                 	U	CO	China-Navigational, measuring, electromedical, and control instruments	          	2012	M06	2017	M09
EIUCOCHNZ335                  	U	CO	China-Electrical equipment, appliance, and component manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3351                 	U	CO	China-Electric lighting equipment manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3352                 	U	CO	China-Household appliance manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3359                 	U	CO	China-Other electrical equipment and component manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ337                  	U	CO	China-Furniture and related product manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3371                 	U	CO	China-Household and institutional furniture and kitchen cabinet manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ339                  	U	CO	China-Miscellaneous manufacturing	          	2012	M06	2017	M09
EIUCOCHNZ3399                 	U	CO	China-Other miscellaneous manufacturing	          	2012	M06	2017	M09
EIUCOEECMANU                  	U	CO	European Union-Manufacturing	          	1990	M12	2017	M09
EIUCOEECTOT                   	U	CO	European Union-All Industries	4         	1990	M12	2017	M09
EIUCOEECZ31                   	U	CO	European Union-Manufacturing, part 1	          	2012	M06	2017	M09
EIUCOEECZ311                  	U	CO	European Union-Food manufacturing	          	2012	M06	2017	M09
EIUCOEECZ312                  	U	CO	European Union-Beverage and tobacco product manufacturing	          	2012	M06	2017	M09
EIUCOEECZ32                   	U	CO	European Union-Manufacturing, part 2	          	2012	M06	2017	M09
EIUCOEECZ325                  	U	CO	European Union-Chemical manufacturing	          	2012	M06	2017	M09
EIUCOEECZ3254                 	U	CO	European Union-Pharmaceutical and medicine manufacturing	          	2012	M06	2017	M09
EIUCOEECZ326                  	U	CO	European Union-Plastics and rubber products manufacturing	          	2012	M06	2017	M09
EIUCOEECZ327                  	U	CO	European Union-Nonmetallic mineral product manufacturing	          	2012	M06	2017	M09
EIUCOEECZ33                   	U	CO	European Union-Manufacturing, part 3	          	2012	M06	2017	M09
EIUCOEECZ331                  	U	CO	European Union-Primary metal manufacturing	          	2012	M06	2017	M09
EIUCOEECZ332                  	U	CO	European Union-Fabricated metal product manufacturing	          	2012	M06	2017	M09
EIUCOEECZ3329                 	U	CO	European Union-Other fabricated metal product manufacturing	          	2012	M06	2017	M09
EIUCOEECZ333                  	U	CO	European Union-Machinery manufacturing	          	2012	M06	2017	M09
EIUCOEECZ3331                 	U	CO	European Union-Agriculture, construction, and mining machinery manufacturing	          	2012	M06	2017	M09
EIUCOEECZ3332                 	U	CO	European Union-Industrial machinery manufacturing	          	2012	M06	2017	M09
EIUCOEECZ3336                 	U	CO	European Union-Engine, turbine, and power transmission equipment manufacturing	          	2012	M06	2017	M09
EIUCOEECZ3339                 	U	CO	European Union-Other general purpose machinery manufacturing	          	2012	M06	2017	M09
EIUCOEECZ334                  	U	CO	European Union-Computer and electronic product manufacturing	          	2012	M06	2017	M09
EIUCOEECZ335                  	U	CO	European Union-Electrical equipment, appliance, and component manufacturing	          	2012	M06	2017	M09
EIUCOEECZ336                  	U	CO	European Union-Transportation equipment manufacturing	          	2015	M12	2017	M09
EIUCOEECZ339                  	U	CO	European Union-Miscellaneous manufacturing	          	2012	M06	2017	M09
EIUCOFRNTOT                   	U	CO	France-All Industries	          	2003	M12	2017	M09
EIUCOGERTOT                   	U	CO	Germany-All Industries	          	2003	M12	2017	M09
EIUCOGERZ33                   	U	CO	Germany-Manufacturing, part 3	          	2012	M06	2017	M09
EIUCOGERZ333                  	U	CO	Germany-Machinery manufacturing	          	2012	M06	2017	M09
EIUCOGERZ334                  	U	CO	Germany-Computer and electronic product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSMANU                	U	CO	Industrialized Countries-Manufacturing	          	1990	M12	2017	M09
EIUCOINDUSNONM                	U	CO	Industrialized Countries-Nonmanufacturing	          	1990	M12	2017	M09
EIUCOINDUSTOT                 	U	CO	Industrialized Countries-All Industries	2         	1990	M12	2017	M09
EIUCOINDUSZ21                 	U	CO	Industrialized Countries-Mining	          	2012	M06	2017	M09
EIUCOINDUSZ31                 	U	CO	Industrialized Countries-Manufacturing, part 1	          	2012	M06	2017	M09
EIUCOINDUSZ311                	U	CO	Industrialized Countries-Food manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3116               	U	CO	Industrialized Countries-Animal slaughtering and processing	          	2012	M06	2017	M09
EIUCOINDUSZ312                	U	CO	Industrialized Countries-Beverage and tobacco product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ32                 	U	CO	Industrialized Countries-Manufacturing, part 2	          	2012	M06	2017	M09
EIUCOINDUSZ321                	U	CO	Industrialized Countries-Wood product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3211               	U	CO	Industrialized Countries-Sawmills and wood preservation	          	2012	M06	2017	M09
EIUCOINDUSZ322                	U	CO	Industrialized Countries-Paper manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3221               	U	CO	Industrialized Countries-Pulp, paper, and paperboard mills	          	2012	M06	2017	M09
EIUCOINDUSZ325                	U	CO	Industrialized Countries-Chemical manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3251               	U	CO	Industrialized Countries-Basic chemical manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3254               	U	CO	Industrialized Countries-Pharmaceutical and medicine manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3256               	U	CO	Industrialized Countries-Soap, cleaning compound, and toilet preparation manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ326                	U	CO	Industrialized Countries-Plastics and rubber products manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3262               	U	CO	Industrialized Countries-Rubber product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ327                	U	CO	Industrialized Countries-Nonmetallic mineral product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ33                 	U	CO	Industrialized Countries-Manufacturing, part 3	          	2012	M06	2017	M09
EIUCOINDUSZ331                	U	CO	Industrialized Countries-Primary metal manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3314               	U	CO	Industrialized Countries-Nonferrous metal (except aluminum) production and processing	          	2012	M06	2017	M09
EIUCOINDUSZ332                	U	CO	Industrialized Countries-Fabricated metal product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3329               	U	CO	Industrialized Countries-Other fabricated metal product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ333                	U	CO	Industrialized Countries-Machinery manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3331               	U	CO	Industrialized Countries-Agriculture, construction, and mining machinery manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3332               	U	CO	Industrialized Countries-Industrial machinery manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3335               	U	CO	Industrialized Countries-Metalworking machinery manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3339               	U	CO	Industrialized Countries-Other general purpose machinery manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ334                	U	CO	Industrialized Countries-Computer and electronic product manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3341               	U	CO	Industrialized Countries-Computer and peripheral equipment manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3342               	U	CO	Industrialized Countries-Communications equipment manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3344               	U	CO	Industrialized Countries-Semiconductor and other electronic component manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ335                	U	CO	Industrialized Countries-Electrical equipment, appliance, and component manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3359               	U	CO	Industrialized Countries-Other electrical equipment and component manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ336                	U	CO	Industrialized Countries-Transportation equipment manufacturing	          	2015	M12	2017	M09
EIUCOINDUSZ3361               	U	CO	Industrialized Countries-Motor vehicle manufacturing	          	2015	M12	2017	M09
EIUCOINDUSZ3363               	U	CO	Industrialized Countries-Motor vehicle parts manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3364               	U	CO	Industrialized Countries-Aerospace product and parts manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ339                	U	CO	Industrialized Countries-Miscellaneous manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3391               	U	CO	Industrialized Countries-Medical equipment and supplies manufacturing	          	2012	M06	2017	M09
EIUCOINDUSZ3399               	U	CO	Industrialized Countries-Other miscellaneous manufacturing	          	2012	M06	2017	M09
